Profit,Genre,Budget,externalContributor,enabled,Worldwide Gross,artist,id,match,likedCount,thumbnailUrl,playcount,points,external,Film,likeCount,name,visible,department,displayName,Rotten Tomatoes,followingCount,followerCount,Story,level
2,Marketing,2,false,true,2,dorothy.brown,5331,2,2,https://brewspace.jiveland.com/api/core/v3/people/5331/avatar,2,2598,false,dorothy.brown,0,dorothy.brown,true,Marketing,Dorothy Brown,0,0,13,Marketing,Level 3
13,Field Sales,13,false,true,13,scott.crum,5285,13,13,https://brewspace.jiveland.com/api/core/v3/people/5285/avatar,13,4748,false,scott.crum,0,scott.crum,true,Field Sales,Scott Crum,0,46,35,Field Sales,Level 3
8,Finance,8,false,true,8,patrick.green,4531,8,8,https://brewspace.jiveland.com/api/core/v3/people/4531/avatar,8,4218,false,patrick.green,0,patrick.green,true,Finance,Patrick Green,0,11,22,Finance,Level 3
37,Hosting,40,false,true,37,David.Throckmorton,3507,40,37,https://brewspace.jiveland.com/api/core/v3/people/3507/avatar,40,7143,false,David.Throckmorton,3,David.Throckmorton,true,Hosting,David Throckmorton,3,60,73,Hosting,Level 4
25,Sales,69,false,true,25,dario.bezzina,5789,69,25,https://brewspace.jiveland.com/api/core/v3/people/5789/avatar,69,5577,false,dario.bezzina,44,dario.bezzina,true,Sales,Dario Bezzina,44,67,36,Sales,Level 4
16,Field Sales,50,false,true,16,michael.weinert,5835,50,16,https://brewspace.jiveland.com/api/core/v3/people/5835/avatar,50,4137,false,michael.weinert,34,michael.weinert,true,Field Sales,Michael Weinert,34,57,40,Field Sales,Level 3
7,Hosting,10,false,true,7,david.sundberg,4631,10,7,https://brewspace.jiveland.com/api/core/v3/people/4631/avatar,10,4071,false,david.sundberg,3,david.sundberg,true,Hosting,David Sundberg,3,70,54,Hosting,Level 3
20,Marketing,26,false,true,20,mayra.rivera,5935,26,20,https://brewspace.jiveland.com/api/core/v3/people/5935/avatar,26,4514,false,mayra.rivera,6,mayra.rivera,true,Marketing,Mayra Rivera,6,91,47,Marketing,Level 3
69,Support,142,false,true,69,erin.ehmke,5385,142,69,https://brewspace.jiveland.com/api/core/v3/people/5385/avatar,142,8470,false,erin.ehmke,73,erin.ehmke,true,Support,Erin Ehmke,73,65,51,Support,Level 4
1,Engineering,1,false,false,1,bruce,2028,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,4506,false,bruce,0,bruce,true,Engineering,Bruce Ritchie,0,44,91,Engineering,Level 3
5,IT,8,false,true,5,alex.chuang,3455,8,5,https://brewspace.jiveland.com/api/core/v3/people/3455/avatar,8,3396,false,alex.chuang,3,alex.chuang,true,IT,Alex Chuang,3,40,53,IT,Level 3
0,Engineering,3,false,true,0,emilio.lopez,5733,3,0,https://brewspace.jiveland.com/api/core/v3/people/5733/avatar,3,2139,false,emilio.lopez,3,emilio.lopez,true,Engineering,Emilio Lopez,3,13,12,Engineering,Level 3
59,Inside Sales,189,false,true,59,sergio.degregorio,5531,189,59,https://brewspace.jiveland.com/api/core/v3/people/5531/avatar,189,6795,false,sergio.degregorio,130,sergio.degregorio,true,Inside Sales,Sergio De Gregorio,130,126,63,Inside Sales,Level 4
4,Marketing,6,false,true,4,andrea.panayides,5046,6,4,https://brewspace.jiveland.com/api/core/v3/people/5046/avatar,6,4462,false,andrea.panayides,2,andrea.panayides,true,Marketing,Andrea Panayides,2,117,74,Marketing,Level 3
64,Hosting,80,false,true,64,adam.fradley,5787,80,64,https://brewspace.jiveland.com/api/core/v3/people/5787/avatar,80,4334,false,adam.fradley,16,adam.fradley,true,Hosting,Adam Fradley,16,39,38,Hosting,Level 3
197,Strategy,306,false,true,197,Corey.Mathews,3555,306,197,https://brewspace.jiveland.com/api/core/v3/people/3555/avatar,306,20222,false,Corey.Mathews,109,Corey.Mathews,true,Strategy,Corey Mathews,109,58,82,Strategy,Level 5
29,Sales Management,33,false,true,29,tim.albright,3505,33,29,https://brewspace.jiveland.com/api/core/v3/people/3505/avatar,33,8339,false,tim.albright,4,tim.albright,true,Sales Management,Tim Albright,4,60,150,Sales Management,Level 4
5,Field Sales,6,false,true,5,nicholas.erb,5933,6,5,https://brewspace.jiveland.com/api/core/v3/people/5933/avatar,6,2466,false,nicholas.erb,1,nicholas.erb,true,Field Sales,Nicholas Erb,1,14,17,Field Sales,Level 3
61,Professional Services,118,false,true,61,karl.cyr,2713,118,61,https://brewspace.jiveland.com/api/core/v3/people/2713/avatar,118,20673,false,karl.cyr,57,karl.cyr,true,Professional Services,Karl Cyr,57,212,210,Professional Services,Level 5
98,Product Marketing,174,false,true,98,wim.stoop,4044,174,98,https://brewspace.jiveland.com/api/core/v3/people/4044/avatar,174,17282,false,wim.stoop,76,wim.stoop,true,Product Marketing,Wim Stoop,76,149,127,Product Marketing,Level 5
155,Engineering,550,false,true,155,mark.vo,5181,550,155,https://brewspace.jiveland.com/api/core/v3/people/5181/avatar,550,15997,false,mark.vo,395,mark.vo,true,Engineering,Mark Vo,395,52,85,Engineering,Level 5
7,Engineering,7,false,false,7,anthony,2026,7,7,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,7,7542,false,anthony,0,anthony,true,Engineering,Anthony Dotson,0,30,76,Engineering,Level 4
21,Hosting,29,false,true,21,shane.morris,4098,29,21,https://brewspace.jiveland.com/api/core/v3/people/4098/avatar,29,8022,false,shane.morris,8,shane.morris,true,Hosting,Shane Morris,8,43,87,Hosting,Level 4
89,Hosting,158,false,true,89,ciaira.castorena,3957,158,89,https://brewspace.jiveland.com/api/core/v3/people/3957/avatar,158,21163,false,ciaira.castorena,69,ciaira.castorena,true,Hosting,Ciaira Castorena,69,62,96,Hosting,Level 5
216,Sales Management,800,false,true,216,max.calderon,4683,800,216,https://brewspace.jiveland.com/api/core/v3/people/4683/avatar,800,33688,false,max.calderon,584,max.calderon,true,Sales Management,Max Calderon,584,643,344,Sales Management,Level 6
257,Engineering,558,false,true,257,timur.kiykioglu,3251,558,257,https://brewspace.jiveland.com/api/core/v3/people/3251/avatar,558,29930,false,timur.kiykioglu,301,timur.kiykioglu,true,Engineering,Timur Kiykioglu,301,113,129,Engineering,Level 6
10,Engineering,101,false,true,10,ben.oberkfell,6138,101,10,https://brewspace.jiveland.com/api/core/v3/people/6138/avatar,101,1924,false,ben.oberkfell,91,ben.oberkfell,true,Engineering,Ben Oberkfell,91,21,25,Engineering,Level 2
6,HR,12,false,true,6,kevin.lee,5044,12,6,https://brewspace.jiveland.com/api/core/v3/people/5044/avatar,12,2767,false,kevin.lee,6,kevin.lee,true,HR,Kevin Lee,6,73,52,HR,Level 3
30,Marketing,53,false,true,30,leigh.pankonien,5548,53,30,https://brewspace.jiveland.com/api/core/v3/people/5548/avatar,53,6235,false,leigh.pankonien,23,leigh.pankonien,true,Marketing,Leigh Pankonien,23,13,20,Marketing,Level 4
5,Engineering,6,false,true,5,brad.jordan,2913,6,5,https://brewspace.jiveland.com/api/core/v3/people/2913/avatar,6,3040,false,brad.jordan,1,brad.jordan,true,Engineering,Brad Jordan,1,58,60,Engineering,Level 3
54,Hosting,67,false,true,54,nathan.miller,4481,67,54,https://brewspace.jiveland.com/api/core/v3/people/4481/avatar,67,6162,false,nathan.miller,13,nathan.miller,true,Hosting,Nathan Miller,13,33,52,Hosting,Level 4
38,Professional Services,122,false,true,38,thomas.jung,4446,122,38,https://brewspace.jiveland.com/api/core/v3/people/4446/avatar,122,8432,false,thomas.jung,84,thomas.jung,true,Professional Services,Thomas Jung,84,117,74,Professional Services,Level 4
111,Hosting,313,false,true,111,michael.ortiz,5246,313,111,https://brewspace.jiveland.com/api/core/v3/people/5246/avatar,313,10850,false,michael.ortiz,202,michael.ortiz,true,Hosting,Michael Ortiz,202,156,89,Hosting,Level 4
30,Solution Enablement,278,false,true,30,taylor.gorman,5583,278,30,https://brewspace.jiveland.com/api/core/v3/people/5583/avatar,278,9989,false,taylor.gorman,248,taylor.gorman,true,Solution Enablement,Taylor Gorman,248,88,59,Solution Enablement,Level 4
9,Sales,13,false,true,9,christian.stein,4748,13,9,https://brewspace.jiveland.com/api/core/v3/people/4748/avatar,13,9458,false,christian.stein,4,christian.stein,true,Sales,Christian Stein,4,61,46,Sales,Level 4
13,Marketing,46,false,true,13,nathan.olson,5885,46,13,https://brewspace.jiveland.com/api/core/v3/people/5885/avatar,46,3812,false,nathan.olson,33,nathan.olson,true,Marketing,Nathan Olson,33,48,29,Marketing,Level 3
13,Support,29,false,true,13,hardeep.nagra,6238,29,13,https://brewspace.jiveland.com/api/core/v3/people/6238/avatar,29,1586,false,hardeep.nagra,16,hardeep.nagra,true,Support,Hardeep Nagra,16,16,13,Support,Level 2
214,Engineering,321,false,true,214,jared.sm,3351,321,214,https://brewspace.jiveland.com/api/core/v3/people/3351/avatar,321,25062,false,jared.sm,107,jared.sm,true,Engineering,Jared Smith-Mickelson,107,124,220,Engineering,Level 6
3,Engineering,3,false,false,3,roger.opperman,3990,3,3,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,3,2511,false,roger.opperman,0,roger.opperman,true,Engineering,Roger Opperman,0,31,40,Engineering,Level 3
1,Sales Engineers - US,1,false,false,1,matt.walker,2074,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,8788,false,matt.walker,0,matt.walker,true,Sales Engineers - US,Matt Walker,0,40,81,Sales Engineers - US,Level 4
58,Support,129,false,true,58,emerald.ressler,5446,129,58,https://brewspace.jiveland.com/api/core/v3/people/5446/avatar,129,3529,false,emerald.ressler,71,emerald.ressler,true,Support,Emerald Ressler,71,50,45,Support,Level 3
82,Support,177,false,true,82,kevin,2024,177,82,https://brewspace.jiveland.com/api/core/v3/people/2024/avatar,177,29146,false,kevin,95,kevin,true,Support,Kevin Williams,95,35,309,Support,Level 6
20,Support,29,false,true,20,nathan.howard,5648,29,20,https://brewspace.jiveland.com/api/core/v3/people/5648/avatar,29,4463,false,nathan.howard,9,nathan.howard,true,Support,Nathan Howard,9,34,36,Support,Level 3
5,Finance,6,false,true,5,jennifer.vanni,5581,6,5,https://brewspace.jiveland.com/api/core/v3/people/5581/avatar,6,4876,false,jennifer.vanni,1,jennifer.vanni,true,Finance,Jennifer Vanni,1,28,28,Finance,Level 3
19,Engineering,21,false,true,19,ric.goell,5209,21,19,https://brewspace.jiveland.com/api/core/v3/people/5209/avatar,21,9158,false,ric.goell,2,ric.goell,true,Engineering,Ric Goell,2,23,58,Engineering,Level 4
33,Support,39,false,true,33,tim.dooher,4544,39,33,https://brewspace.jiveland.com/api/core/v3/people/4544/avatar,39,4880,false,tim.dooher,6,tim.dooher,true,Support,Tim Dooher,6,58,50,Support,Level 3
9,Engineering,57,false,true,9,trevor.whitlock,5107,57,9,https://brewspace.jiveland.com/api/core/v3/people/5107/avatar,57,4163,false,trevor.whitlock,48,trevor.whitlock,true,Engineering,Trevor Whitlock,48,85,52,Engineering,Level 3
16,Infrastructure Engineering,19,false,true,16,jeff.brandt,5344,19,16,https://brewspace.jiveland.com/api/core/v3/people/5344/avatar,19,4064,false,jeff.brandt,3,jeff.brandt,true,Infrastructure Engineering,Jeff Brandt,3,14,28,Infrastructure Engineering,Level 3
72,Support,110,false,true,72,neil.heassler,5298,110,72,https://brewspace.jiveland.com/api/core/v3/people/5298/avatar,110,6593,false,neil.heassler,38,neil.heassler,true,Support,Neil Heassler,38,33,36,Support,Level 4
54,Marketing,87,false,true,54,iain.goodridge,5883,87,54,https://brewspace.jiveland.com/api/core/v3/people/5883/avatar,87,6544,false,iain.goodridge,33,iain.goodridge,true,Marketing,Iain Goodridge,33,30,29,Marketing,Level 4
2,Sales,3,false,true,2,steve.perez,4040,3,2,https://brewspace.jiveland.com/api/core/v3/people/4040/avatar,3,4382,false,steve.perez,1,steve.perez,true,Sales,Steve Perez,1,93,82,Sales,Level 3
9,Finance,9,false,true,9,kate.johnson,2728,9,9,https://brewspace.jiveland.com/api/core/v3/people/2728/avatar,9,5256,false,kate.johnson,0,kate.johnson,true,Finance,Kate Johnson,0,116,122,Finance,Level 4
88,Marketing,88,false,true,88,amanda.pires,5196,88,88,https://brewspace.jiveland.com/api/core/v3/people/5196/avatar,88,10233,false,amanda.pires,0,amanda.pires,true,Marketing,Amanda Pires,0,67,123,Marketing,Level 4
30,Professional Services,69,false,true,30,jonathan.kaiser,5646,69,30,https://brewspace.jiveland.com/api/core/v3/people/5646/avatar,69,4506,false,jonathan.kaiser,39,jonathan.kaiser,true,Professional Services,Jonathan Kaiser,39,81,50,Professional Services,Level 3
10,HR,34,false,true,10,megan.smith,5948,34,10,https://brewspace.jiveland.com/api/core/v3/people/5948/avatar,34,1584,false,megan.smith,24,megan.smith,true,HR,Megan Smith,24,17,11,HR,Level 2
4,Enterprise Solutions,9,false,true,4,tom.cohen,5409,9,4,https://brewspace.jiveland.com/api/core/v3/people/5409/avatar,9,2140,false,tom.cohen,5,tom.cohen,true,Enterprise Solutions,Tom Cohen,5,10,9,Enterprise Solutions,Level 3
65,Product Management,206,false,true,65,christopher.rivard,3116,206,65,https://brewspace.jiveland.com/api/core/v3/people/3116/avatar,206,13482,false,christopher.rivard,141,christopher.rivard,true,Product Management,Christopher Rivard,141,143,153,Product Management,Level 5
106,Marketing,130,false,true,106,sydney.sloan,4598,130,106,https://brewspace.jiveland.com/api/core/v3/people/4598/avatar,130,18431,false,sydney.sloan,24,sydney.sloan,true,Marketing,Sydney Sloan,24,37,159,Marketing,Level 5
1,Engineering,5,false,true,1,janeen.neri,6134,5,1,https://brewspace.jiveland.com/api/core/v3/people/6134/avatar,5,506,false,janeen.neri,4,janeen.neri,true,Engineering,Janeen Neri,4,13,20,Engineering,Level 2
5,Engineering,269,false,true,5,sherry.zhou,5498,269,5,https://brewspace.jiveland.com/api/core/v3/people/5498/avatar,269,2106,false,sherry.zhou,264,sherry.zhou,true,Engineering,Sherry Zhou,264,22,20,Engineering,Level 3
91,Product Management,183,false,true,91,sonya.chang,3468,183,91,https://brewspace.jiveland.com/api/core/v3/people/3468/avatar,183,18926,false,sonya.chang,92,sonya.chang,true,Product Management,Sonya Chang,92,91,113,Product Management,Level 5
60,Marketing,188,false,true,60,katie.rhodes,5307,188,60,https://brewspace.jiveland.com/api/core/v3/people/5307/avatar,188,7302,false,katie.rhodes,128,katie.rhodes,true,Marketing,Katie Rhodes,128,85,70,Marketing,Level 4
1,Alliances,4,false,true,1,timothy.ramberg,5598,4,1,https://brewspace.jiveland.com/api/core/v3/people/5598/avatar,4,2577,false,timothy.ramberg,3,timothy.ramberg,true,Alliances,Timothy Ramberg,3,35,28,Alliances,Level 3
52,Engineering,136,false,true,52,alex.burkoff,5105,136,52,https://brewspace.jiveland.com/api/core/v3/people/5105/avatar,136,5948,false,alex.burkoff,84,alex.burkoff,true,Engineering,Alex Burkoff,84,47,39,Engineering,Level 4
18,Engineering,39,false,true,18,andy.quick,5881,39,18,https://brewspace.jiveland.com/api/core/v3/people/5881/avatar,39,1644,false,andy.quick,21,andy.quick,true,Engineering,Andy Quick,21,27,22,Engineering,Level 2
96,Marketing,170,false,true,96,cristina.vetere,5342,170,96,https://brewspace.jiveland.com/api/core/v3/people/5342/avatar,170,14821,false,cristina.vetere,74,cristina.vetere,true,Marketing,Cristina Vetere,74,83,83,Marketing,Level 5
6,Engineering,23,false,true,6,marcos.remolgao,2928,23,6,https://brewspace.jiveland.com/api/core/v3/people/2928/avatar,23,2593,false,marcos.remolgao,17,marcos.remolgao,true,Engineering,Marcos Remolgao,17,24,34,Engineering,Level 3
1,None,1,false,true,1,integration_box_esp,6334,1,1,https://brewspace.jiveland.com/api/core/v3/people/6334/avatar,1,0,false,integration_box_esp,0,integration_box_esp,false,None,Jive+Box,0,0,0,None,Level 0
4,Services Management,4,false,false,4,robert.brown,2574,4,4,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,4,5790,false,robert.brown,0,robert.brown,true,Services Management,Robert Brown,0,27,417,Services Management,Level 4
5,Enterprise Solutions,9,false,true,5,ella.rorman,5407,9,5,https://brewspace.jiveland.com/api/core/v3/people/5407/avatar,9,1630,false,ella.rorman,4,ella.rorman,true,Enterprise Solutions,Ella Rorman,4,7,13,Enterprise Solutions,Level 2
45,Hosting,77,false,true,45,peter.auv,3618,77,45,https://brewspace.jiveland.com/api/core/v3/people/3618/avatar,77,7315,false,peter.auv,32,peter.auv,true,Hosting,Peter Auv,32,77,63,Hosting,Level 4
44,Support,110,false,true,44,greg.seybold,5946,110,44,https://brewspace.jiveland.com/api/core/v3/people/5946/avatar,110,3240,false,greg.seybold,66,greg.seybold,true,Support,Greg Seybold,66,36,30,Support,Level 3
11,Enterprise Solutions,23,false,true,11,kfir.peled,4642,23,11,https://brewspace.jiveland.com/api/core/v3/people/4642/avatar,23,4995,false,kfir.peled,12,kfir.peled,true,Enterprise Solutions,Kfir Peled,12,15,21,Enterprise Solutions,Level 3
27,Marketing,32,false,true,27,megan.moxley,4340,32,27,https://brewspace.jiveland.com/api/core/v3/people/4340/avatar,32,11397,false,megan.moxley,5,megan.moxley,true,Marketing,Megan Moxley,5,43,96,Marketing,Level 4
35,Engineering,122,false,true,35,manoj.chaudhary,5396,122,35,https://brewspace.jiveland.com/api/core/v3/people/5396/avatar,122,10005,false,manoj.chaudhary,87,manoj.chaudhary,true,Engineering,Manoj Chaudhary,87,68,66,Engineering,Level 4
17,Engineering,27,false,true,17,hod.kashtan,4007,27,17,https://brewspace.jiveland.com/api/core/v3/people/4007/avatar,27,6885,false,hod.kashtan,10,hod.kashtan,true,Engineering,Hod Kashtan,10,35,36,Engineering,Level 4
1,Marketing,1,false,false,1,mike.tomita,4107,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,2509,false,mike.tomita,0,mike.tomita,true,Marketing,Mike Tomita,0,49,60,Marketing,Level 3
3,Field Sales - Europe,3,false,true,3,gael.bertin,5507,3,3,https://brewspace.jiveland.com/api/core/v3/people/5507/avatar,3,3694,false,gael.bertin,0,gael.bertin,true,Field Sales - Europe,Gael Bertin,0,50,37,Field Sales - Europe,Level 3
240,Product Management,404,false,true,240,curtis,2120,404,240,https://brewspace.jiveland.com/api/core/v3/people/2120/avatar,404,60025,false,curtis,164,curtis,true,Product Management,Curtis Gross,164,251,300,Product Management,Level 7
16,Field Sales,70,false,true,16,joni.wong.angkasa,6388,70,16,https://brewspace.jiveland.com/api/core/v3/people/6388/avatar,70,1701,false,joni.wong.angkasa,54,joni.wong.angkasa,true,Field Sales,Joni Wong Angkasa,54,33,11,Field Sales,Level 2
164,Support,337,false,true,164,susan.ridgeon,5496,337,164,https://brewspace.jiveland.com/api/core/v3/people/5496/avatar,337,9256,false,susan.ridgeon,173,susan.ridgeon,true,Support,Susan Ridgeon,173,85,64,Support,Level 4
55,Strategy,104,false,true,55,christy.schoon,5709,104,55,https://brewspace.jiveland.com/api/core/v3/people/5709/avatar,104,5905,false,christy.schoon,49,christy.schoon,true,Strategy,Christy Schoon,49,77,56,Strategy,Level 4
5,Engineering,9,false,true,5,jestin.woods,3214,9,5,https://brewspace.jiveland.com/api/core/v3/people/3214/avatar,9,7091,false,jestin.woods,4,jestin.woods,true,Engineering,Jestin Woods,4,56,61,Engineering,Level 4
22,Support,48,false,true,22,owen.killmister,5744,48,22,https://brewspace.jiveland.com/api/core/v3/people/5744/avatar,48,3635,false,owen.killmister,26,owen.killmister,true,Support,Owen Killmister,26,31,30,Support,Level 3
217,Product Management,454,false,true,217,clara.liang,5205,454,217,https://brewspace.jiveland.com/api/core/v3/people/5205/avatar,454,27997,false,clara.liang,237,clara.liang,true,Product Management,Clara Liang,237,189,192,Product Management,Level 6
2,Hosting,2,false,true,2,phong.tran,5092,2,2,https://brewspace.jiveland.com/api/core/v3/people/5092/avatar,2,2441,false,phong.tran,0,phong.tran,true,Hosting,Phong Tran,0,26,20,Hosting,Level 3
99,Support,246,false,true,99,martin.holmes,5340,246,99,https://brewspace.jiveland.com/api/core/v3/people/5340/avatar,246,8102,false,martin.holmes,147,martin.holmes,true,Support,Martin Holmes,147,93,68,Support,Level 4
11,Engineering,18,false,true,11,Patricia.Miguel,3768,18,11,https://brewspace.jiveland.com/api/core/v3/people/3768/avatar,18,12739,false,Patricia.Miguel,7,Patricia.Miguel,true,Engineering,Patricia Miguel,7,6,25,Engineering,Level 5
0,Engineering,6,false,true,0,bar.avidan,6488,6,0,https://brewspace.jiveland.com/api/core/v3/people/6488/avatar,6,1192,false,bar.avidan,6,bar.avidan,true,Engineering,Bar Avidan,6,19,8,Engineering,Level 2
110,Engineering,175,false,true,110,troy.unverdruss,5103,175,110,https://brewspace.jiveland.com/api/core/v3/people/5103/avatar,175,5490,false,troy.unverdruss,65,troy.unverdruss,true,Engineering,Troy Unverdruss,65,41,35,Engineering,Level 4
37,Sales,115,false,true,37,felix.rubio,4540,115,37,https://brewspace.jiveland.com/api/core/v3/people/4540/avatar,115,11212,false,felix.rubio,78,felix.rubio,true,Sales,Felix Rubio,78,845,366,Sales,Level 4
217,Engineering,252,false,true,217,matthew.finlayson,2926,252,217,https://brewspace.jiveland.com/api/core/v3/people/2926/avatar,252,19005,false,matthew.finlayson,35,matthew.finlayson,true,Engineering,Matthew Finlayson,35,136,144,Engineering,Level 5
7,Field Sales,21,false,true,7,mike.vanbijlevelt,5798,21,7,https://brewspace.jiveland.com/api/core/v3/people/5798/avatar,21,2679,false,mike.vanbijlevelt,14,mike.vanbijlevelt,true,Field Sales,Mike Van Bijlevelt,14,89,53,Field Sales,Level 3
1,Engineering,1,false,false,1,daniel.kwasnick,5898,1,1,https://brewspace.jiveland.com/api/core/v3/people/avatar/deactivated,1,2690,false,daniel.kwasnick,0,daniel.kwasnick,true,Engineering,Daniel Kwasnick,0,33,24,Engineering,Level 3
2,Engineering,2,false,true,2,todd.howitt,5607,2,2,https://brewspace.jiveland.com/api/core/v3/people/5607/avatar,2,1920,false,todd.howitt,0,todd.howitt,true,Engineering,Todd Howitt,0,30,24,Engineering,Level 2
160,Support,341,false,true,160,victor.soares,2522,341,160,https://brewspace.jiveland.com/api/core/v3/people/2522/avatar,341,26907,false,victor.soares,181,victor.soares,true,Support,Victor Soares,181,262,218,Support,Level 6
22,Product Marketing,52,false,true,22,keshila.vallot,5405,52,22,https://brewspace.jiveland.com/api/core/v3/people/5405/avatar,52,8621,false,keshila.vallot,30,keshila.vallot,true,Product Marketing,Keshila Vallot,30,68,68,Product Marketing,Level 4
1,Engineering,24,false,true,1,laura.perera,3112,24,1,https://brewspace.jiveland.com/api/core/v3/people/3112/avatar,24,4585,false,laura.perera,23,laura.perera,true,Engineering,Laura Perera,23,56,49,Engineering,Level 3
13,Infrastructure Engineering,18,false,true,13,david.kramer,5944,18,13,https://brewspace.jiveland.com/api/core/v3/people/5944/avatar,18,4315,false,david.kramer,5,david.kramer,true,Infrastructure Engineering,David Kramer,5,45,35,Infrastructure Engineering,Level 3
51,Marketing,131,false,true,51,george.tabet,6084,131,51,https://brewspace.jiveland.com/api/core/v3/people/6084/avatar,131,3620,false,george.tabet,80,george.tabet,true,Marketing,George Tabet,80,47,22,Marketing,Level 3
3,Sales Engineers,11,false,true,3,paul.conroy,5203,11,3,https://brewspace.jiveland.com/api/core/v3/people/5203/avatar,11,3417,false,paul.conroy,8,paul.conroy,true,Sales Engineers,Paul Conroy,8,51,41,Sales Engineers,Level 3
11,Professional Services,17,false,true,11,vince.welter,4392,17,11,https://brewspace.jiveland.com/api/core/v3/people/4392/avatar,17,3860,false,vince.welter,6,vince.welter,true,Professional Services,Vince Welter,6,49,41,Professional Services,Level 3
31,Hosting,56,false,true,31,brian.edelschick,4190,56,31,https://brewspace.jiveland.com/api/core/v3/people/4190/avatar,56,11055,false,brian.edelschick,25,brian.edelschick,true,Hosting,Brian Edelschick,25,87,94,Hosting,Level 4
59,Field Sales,121,false,true,59,dallas.thompson,5707,121,59,https://brewspace.jiveland.com/api/core/v3/people/5707/avatar,121,9417,false,dallas.thompson,62,dallas.thompson,true,Field Sales,Dallas Thompson,62,43,35,Field Sales,Level 4
3,Engineering,23,false,true,3,chris.thiel,3212,23,3,https://brewspace.jiveland.com/api/core/v3/people/3212/avatar,23,4262,false,chris.thiel,20,chris.thiel,true,Engineering,Chris Thiel,20,9,43,Engineering,Level 3
6,Professional Services,18,false,true,6,sai.kolli,6230,18,6,https://brewspace.jiveland.com/api/core/v3/people/6230/avatar,18,1699,false,sai.kolli,12,sai.kolli,true,Professional Services,Sai Kolli,12,35,23,Professional Services,Level 2
35,Hosting,121,false,true,35,jason.hansen,2924,121,35,https://brewspace.jiveland.com/api/core/v3/people/2924/avatar,121,11350,false,jason.hansen,86,jason.hansen,true,Hosting,Jason Hansen,86,14,53,Hosting,Level 4
214,Product Marketing,247,false,true,214,adam.mertz,2187,247,214,https://brewspace.jiveland.com/api/core/v3/people/2187/avatar,247,35584,false,adam.mertz,33,adam.mertz,true,Product Marketing,Adam Mertz,33,80,284,Product Marketing,Level 6
55,IT,107,false,true,55,geoff.catling,5090,107,55,https://brewspace.jiveland.com/api/core/v3/people/5090/avatar,107,5195,false,geoff.catling,52,geoff.catling,true,IT,Geoff Catling,52,61,48,IT,Level 4
4,Engineering,17,false,true,4,minh.nguyen,5101,17,4,https://brewspace.jiveland.com/api/core/v3/people/5101/avatar,17,3210,false,minh.nguyen,13,minh.nguyen,true,Engineering,Minh Nguyen,13,38,33,Engineering,Level 3
5,Engineering,47,false,true,5,xinh.huynh,5594,47,5,https://brewspace.jiveland.com/api/core/v3/people/5594/avatar,47,2128,false,xinh.huynh,42,xinh.huynh,true,Engineering,Xinh Huynh,42,56,46,Engineering,Level 3
29,Field Sales,63,false,true,29,mike.dionisopoulos,5605,63,29,https://brewspace.jiveland.com/api/core/v3/people/5605/avatar,63,3168,false,mike.dionisopoulos,34,mike.dionisopoulos,true,Field Sales,Mike Dionisopoulos,34,36,22,Field Sales,Level 3
13,Inside Sales - US,66,false,true,13,brian.mccarthy,4557,66,13,https://brewspace.jiveland.com/api/core/v3/people/4557/avatar,66,8368,false,brian.mccarthy,53,brian.mccarthy,true,Inside Sales - US,Brian McCarthy,53,130,84,Inside Sales - US,Level 4
8,Engineering,15,false,true,8,austin.dubina,5907,15,8,https://brewspace.jiveland.com/api/core/v3/people/5907/avatar,15,5405,false,austin.dubina,7,austin.dubina,true,Engineering,Austin Dubina,7,35,26,Engineering,Level 4
141,Engineering,219,false,true,141,adam.dershewitz,3816,219,141,https://brewspace.jiveland.com/api/core/v3/people/3816/avatar,219,23267,false,adam.dershewitz,78,adam.dershewitz,true,Engineering,Adam Dershewitz,78,212,144,Engineering,Level 5
90,Professional Services,243,false,true,90,emily.harsh,2520,243,90,https://brewspace.jiveland.com/api/core/v3/people/2520/avatar,243,17537,false,emily.harsh,153,emily.harsh,true,Professional Services,Emily Harsh,153,145,122,Professional Services,Level 5
18,Facilities,39,false,true,18,rachel.jones,4053,39,18,https://brewspace.jiveland.com/api/core/v3/people/4053/avatar,39,9010,false,rachel.jones,21,rachel.jones,true,Facilities,Rachel Jones,21,66,90,Facilities,Level 4
42,Corporate,43,false,true,42,shaun.duncan,4003,43,42,https://brewspace.jiveland.com/api/core/v3/people/4003/avatar,43,5235,false,shaun.duncan,1,shaun.duncan,true,Corporate,Shaun Duncan,1,53,51,Corporate,Level 4
4,Professional Services,6,false,true,4,nathan.gopal,6249,6,4,https://brewspace.jiveland.com/api/core/v3/people/6249/avatar,6,1435,false,nathan.gopal,2,nathan.gopal,true,Professional Services,Nathan Gopal,2,6,12,Professional Services,Level 2
183,Product Marketing,443,false,true,183,tim.zonca,3362,443,183,https://brewspace.jiveland.com/api/core/v3/people/3362/avatar,443,31380,false,tim.zonca,260,tim.zonca,true,Product Marketing,Tim Zonca,260,228,277,Product Marketing,Level 6
